key,other
0,0
3,0
4,0
8,0
9,0
13,0
14,0
15,0
16,0
17,0
19,0
21,0
22,0
23,0
24,0
30,0
31,0
35,0
36,0
37,0
38,0
41,0
42,0
43,0
44,0
45,0
46,0
48,0
55,0
56,0
57,0
58,0
59,0
62,0
65,0
67,0
68,0
69,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
81,0
82,0
84,0
88,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
105,0
108,0
111,0
118,0
120,0
122,0
125,0
127,0
128,0
130,0
131,0
132,0
133,0
134,0
137,0
141,0
144,0
145,0
146,0
147,0
148,0
151,0
153,0
154,0
155,0
156,0
159,0
160,0
163,0
165,0
166,0
168,0
169,0
170,0
171,0
172,0
173,0
176,0
177,0
179,0
180,0
183,0
186,0
190,0
193,0
195,0
196,0
199,0
201,0
202,0
203,0
204,0
205,0
207,0
213,0
214,0
215,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
228,0
230,0
231,0
233,0
235,0
236,0
237,0
241,0
243,0
246,0
247,0
248,0
250,0
253,0
254,0
257,0
259,0
261,0
262,0
265,0
267,0
268,0
269,0
270,0
276,0
277,0
278,0
280,0
281,0
282,0
283,0
285,0
288,0
290,0
293,0
297,0
299,0
300,0
301,0
303,0
304,0
305,0
306,0
308,0
309,0
310,0
313,0
317,0
318,0
319,0
320,0
323,0
328,0
329,0
330,0
331,0
334,0
335,0
337,0
343,0
345,0
347,0
348,0
353,0
355,0
357,0
363,0
365,0
366,0
368,0
369,0
372,0
374,0
379,0
383,0
384,0
386,0
387,0
388,0
390,0
392,0
396,0
397,0
398,0
404,0
405,0
406,0
408,0
410,0
411,0
414,0
415,0
416,0
417,0
418,0
422,0
423,0
425,0
427,0
428,0
429,0
432,0
433,0
434,0
435,0
436,0
438,0
439,0
440,0
442,0
444,0
448,0
457,0
458,0
459,0
460,0
464,0
465,0
467,0
468,0
470,0
471,0
472,0
475,0
476,0
478,0
481,0
482,0
483,0
484,0
485,0
487,0
488,0
489,0
490,0
493,0
494,0
495,0
496,0
500,0
501,0
505,0
508,0
509,0
512,0
514,0
515,0
516,0
517,0
519,0
522,0
523,0
524,0
526,0
527,0
532,0
534,0
535,0
539,0
541,0
542,0
544,0
547,0
548,0
553,0
554,0
555,0
556,0
559,0
560,0
561,0
562,0
563,0
565,0
566,0
568,0
569,0
570,0
574,0
576,0
577,0
578,0
580,0
581,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
594,0
595,0
597,0
598,0
601,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
613,0
614,0
615,0
616,0
618,0
619,0
623,0
624,0
625,0
627,0
628,0
629,0
630,0
631,0
634,0
636,0
640,0
641,0
645,0
648,0
652,0
653,0
654,0
655,0
656,0
658,0
660,0
664,0
668,0
670,0
671,0
674,0
676,0
678,0
680,0
681,0
682,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
695,0
698,0
699,0
700,0
702,0
703,0
704,0
705,0
706,0
709,0
710,0
712,0
713,0
714,0
715,0
716,0
718,0
720,0
721,0
722,0
725,0
728,0
733,0
734,0
735,0
738,0
745,0
746,0
747,0
748,0
749,0
751,0
753,0
754,0
755,0
756,0
757,0
760,0
761,0
762,0
764,0
765,0
769,0
772,0
775,0
776,0
778,0
779,0
781,0
788,0
793,0
794,0
795,0
796,0
799,0
800,0
801,0
804,0
805,0
807,0
809,0
810,0
811,0
812,0
814,0
815,0
816,0
824,0
827,0
829,0
830,0
833,0
835,0
836,0
838,0
839,0
841,0
843,0
845,0
847,0
848,0
850,0
857,0
858,0
859,0
862,0
864,0
865,0
867,0
868,0
873,0
874,0
877,0
881,0
882,0
883,0
886,0
888,0
889,0
890,0
891,0
893,0
895,0
896,0
897,0
898,0
899,0
902,0
903,0
905,0
906,0
907,0
912,0
913,0
917,0
918,0
921,0
925,0
930,0
932,0
933,0
934,0
936,0
938,0
948,0
949,0
950,0
952,0
953,0
956,0
959,0
960,0
961,0
963,0
964,0
968,0
969,0
972,0
973,0
977,0
979,0
981,0
982,0
983,0
984,0
986,0
987,0
988,0
991,0
993,0
997,0
